CID,BDATE,GEN
NASAW00021047,1979-01-23,
NASAW00021048,1973-12-15,
NASAW00021049,1973-12-06,
NASAW00021050,1973-08-03,
NASAW00021051,1984-11-21,
NASAW00021052,1973-09-08,
NASAW00021053,1974-02-08,
NASAW00021054,1974-05-20,
NASAW00021055,1974-01-03,
NASAW00021056,1974-05-07,
NASAW00021057,1930-09-06,
NASAW00021058,1972-08-18,
NASAW00021059,1972-08-03,
NASAW00021060,1973-02-17,
NASAW00021061,1978-06-14,
NASAW00021062,1984-02-03,
NASAW00021063,1977-04-19,
NASAW00021064,1972-05-19,
NASAW00021065,1984-03-02,
NASAW00021066,1977-04-06,
NASAW00021067,1976-03-01,
NASAW00021068,1970-07-28,
NASAW00021069,1971-06-14,
NASAW00021070,1970-07-03,
NASAW00021071,1976-01-08,
NASAW00021072,1976-02-19,
NASAW00021073,1971-05-04,
NASAW00021074,1976-03-06,
NASAW00021075,1970-12-07,
NASAW00021076,1970-05-31,
NASAW00021077,1969-10-05,
NASAW00021078,1980-08-05,
NASAW00021079,1969-11-09,
NASAW00021080,1970-01-16,
NASAW00021081,1969-09-07,
NASAW00021082,1975-08-15,
NASAW00021083,1974-12-16,
NASAW00021084,1944-05-21,
NASAW00021085,1939-05-16,
NASAW00021086,1938-10-26,
NASAW00021087,1972-02-19,
NASAW00021088,1976-11-24,
NASAW00021089,1976-06-10,
NASAW00021090,1970-12-24,
NASAW00021091,1976-04-15,
NASAW00021092,1969-08-05,
NASAW00021093,1975-09-29,
NASAW00021094,1980-05-13,
NASAW00021095,1974-12-02,
NASAW00021096,1969-03-02,
NASAW00021097,1982-12-19,
NASAW00021098,1984-08-10,
NASAW00021099,1984-10-21,
NASAW00021100,1984-12-20,
NASAW00021101,1984-09-04,
NASAW00021102,1968-08-29,
NASAW00021103,1969-01-20,
NASAW00021104,1968-12-30,
NASAW00021105,1974-05-02,
NASAW00021106,1967-07-09,
NASAW00021107,1973-09-22,
NASAW00021108,1968-05-22,
NASAW00021109,1983-08-27,
NASAW00021110,1984-02-04,
NASAW00021111,1984-06-14,
NASAW00021112,1982-09-14,
NASAW00021113,1983-01-07,
NASAW00021114,1983-05-04,
NASAW00021115,1982-12-29,
NASAW00021116,1982-06-12,
NASAW00021117,1980-11-20,
NASAW00021118,1980-09-19,
NASAW00021119,1981-07-21,
NASAW00021120,1982-01-08,
NASAW00021121,1980-07-02,
NASAW00021122,1985-04-07,
NASAW00021123,1980-02-09,
NASAW00021124,1979-12-19,
NASAW00021125,1981-05-30,
NASAW00021126,1981-05-06,
NASAW00021127,1981-01-21,
NASAW00021128,1980-12-17,
NASAW00021129,1980-09-13,
NASAW00021130,1981-06-14,
NASAW00021131,1978-10-05,
NASAW00021132,1979-12-02,
NASAW00021133,1985-08-02,
NASAW00021134,1985-08-30,
NASAW00021135,1986-04-25,
NASAW00021136,1985-09-09,
NASAW00021137,1986-05-15,
NASAW00021138,1978-08-22,
NASAW00021139,1973-06-20,
NASAW00021140,1972-10-12,
NASAW00021141,1972-03-06,
NASAW00021142,1966-10-18,
NASAW00021143,1977-11-07,
NASAW00021144,1972-02-05,
NASAW00021145,1965-11-30,
NASAW00021146,1977-01-05,
NASAW00021147,1966-01-14,
NASAW00021148,1972-08-30,
NASAW00021149,1984-06-21,
NASAW00021150,1984-03-20,
NASAW00021151,1973-06-20,
NASAW00021152,1973-01-05,
NASAW00021153,1972-08-14,
NASAW00021154,1933-08-09,
NASAW00021155,1965-09-01,
NASAW00021156,1965-08-23,
NASAW00021157,1964-10-17,
NASAW00021158,1965-01-15,
NASAW00021159,1970-06-05,
NASAW00021160,1965-05-23,
NASAW00021161,1963-09-11,
NASAW00021162,1975-05-17,
NASAW00021163,1974-11-29,
NASAW00021164,1963-08-08,
NASAW00021165,1975-01-31,
NASAW00021166,1974-09-12,
NASAW00021167,1986-04-06,
NASAW00021168,1975-10-20,
NASAW00021169,1976-02-20,
NASAW00021170,1974-03-27,
NASAW00021171,1979-02-02,
NASAW00021172,1979-05-04,
NASAW00021173,1973-05-12,
NASAW00021174,1983-09-06,
NASAW00021175,1973-01-20,
NASAW00021176,1984-02-03,
NASAW00021177,1978-02-10,
NASAW00021178,1971-12-06,
NASAW00021179,1972-01-09,
NASAW00021180,1970-09-21,
NASAW00021181,1971-03-19,
NASAW00021182,1971-05-13,
NASAW00021183,1974-03-15,
NASAW00021184,1974-02-14,
NASAW00021185,1973-10-23,
NASAW00021186,1970-08-04,
NASAW00021187,1975-10-13,
NASAW00021188,1970-01-16,
NASAW00021189,1969-05-22,
NASAW00021190,1968-08-22,
NASAW00021191,1967-07-23,
NASAW00021192,1968-02-24,
NASAW00021193,1973-01-11,
NASAW00021194,1973-06-20,
NASAW00021195,1973-01-11,
NASAW00021196,1972-05-09,
NASAW00021197,1977-07-18,
NASAW00021198,1966-12-17,
NASAW00021199,1966-12-06,
NASAW00021200,1966-10-31,
NASAW00021201,1934-08-13,
NASAW00021202,1971-09-22,
NASAW00021203,1972-06-23,
NASAW00021204,1972-02-20,
NASAW00021205,1977-03-03,
NASAW00021206,1971-09-03,
NASAW00021207,1971-07-13,
NASAW00021208,1937-12-03,
NASAW00021209,1970-12-17,
NASAW00021210,1970-10-01,
NASAW00021211,1969-11-09,
NASAW00021212,1970-05-23,
NASAW00021213,1970-05-16,
NASAW00021214,1969-09-29,
NASAW00021215,1975-08-24,
NASAW00021216,1969-11-21,
NASAW00021217,1970-10-19,
NASAW00021218,1968-12-10,
NASAW00021219,1968-08-06,
NASAW00021220,1967-12-30,
NASAW00021221,1967-01-19,
NASAW00021222,1972-10-12,
NASAW00021223,1967-03-24,
NASAW00021224,1963-09-07,
NASAW00021225,1964-04-14,
NASAW00021226,1961-10-24,
NASAW00021227,1964-10-07,
NASAW00021228,1964-06-24,
NASAW00021229,1964-10-21,
NASAW00021230,1959-01-08,
NASAW00021231,1958-07-10,
NASAW00021232,1954-12-08,
NASAW00021233,1981-09-12,
NASAW00021234,1981-07-11,
NASAW00021235,1981-05-05,
NASAW00021236,1980-10-13,
NASAW00021237,1985-08-09,
NASAW00021238,1986-03-25,
NASAW00021239,1943-05-03,
NASAW00021240,1985-03-01,
NASAW00021241,1984-08-10,
NASAW00021242,1983-12-14,
NASAW00021243,1984-04-04,
NASAW00021244,1983-08-16,
NASAW00021245,1983-12-22,
NASAW00021246,1984-02-19,
NASAW00021247,1984-06-09,
NASAW00021248,1943-11-11,
NASAW00021249,1982-09-15,
NASAW00021250,1983-04-23,
NASAW00021251,1985-04-09,
NASAW00021252,1984-08-15,
NASAW00021253,1985-06-02,
NASAW00021254,1945-06-08,
NASAW00021255,1945-03-01,
NASAW00021256,1952-10-08,
NASAW00021257,1946-10-13,
NASAW00021258,1949-05-21,
NASAW00021259,1949-01-21,
NASAW00021260,1981-12-13,
NASAW00021261,1981-12-01,
NASAW00021262,1981-11-29,
NASAW00021263,1980-08-07,
NASAW00021264,1984-06-09,
NASAW00021265,1983-03-10,
NASAW00021266,1983-08-18,
NASAW00021267,1979-03-02,
NASAW00021268,1979-06-11,
NASAW00021269,1979-05-14,
NASAW00021270,1973-05-08,
NASAW00021271,1973-02-23,
NASAW00021272,1979-12-21,
NASAW00021273,1973-09-23,
NASAW00021274,1985-03-09,
NASAW00021275,1985-05-25,
NASAW00021276,1984-01-09,
NASAW00021277,1983-11-12,
NASAW00021278,1983-10-18,
NASAW00021279,1958-04-03,
NASAW00021280,1984-06-21,
NASAW00021281,1983-08-27,
NASAW00021282,1983-09-07,
NASAW00021283,1956-03-17,
NASAW00021284,1981-05-05,
NASAW00021285,1969-04-13,
NASAW00021286,1969-03-02,
NASAW00021287,1969-05-15,
NASAW00021288,1968-12-10,
NASAW00021289,1968-02-16,
NASAW00021290,1967-12-17,
NASAW00021291,1973-12-14,
NASAW00021292,1984-05-01,
NASAW00021293,1968-01-03,
NASAW00021294,1967-11-29,
NASAW00021295,1972-12-17,
NASAW00021296,1978-05-20,
NASAW00021297,1972-05-05,
NASAW00021298,1966-09-22,
NASAW00021299,1967-01-14,
NASAW00021300,1978-01-30,
NASAW00021301,1966-09-05,
NASAW00021302,1960-08-07,
NASAW00021303,1961-02-10,
NASAW00021304,1960-08-31,
NASAW00021305,1960-10-22,
NASAW00021306,1960-09-01,
NASAW00021307,1960-10-12,
NASAW00021308,1960-12-14,
NASAW00021309,1960-07-24,
NASAW00021310,1966-09-30,
NASAW00021311,1961-04-25,
NASAW00021312,1946-03-06,
NASAW00021313,1946-08-30,
NASAW00021314,1941-12-04,
NASAW00021315,1947-08-16,
NASAW00021316,1941-09-16,
NASAW00021317,1942-06-12,
NASAW00021318,1971-04-01,
NASAW00021319,1966-03-07,
NASAW00021320,1971-04-18,
NASAW00021321,1971-09-21,
NASAW00021322,1971-03-21,
NASAW00021323,1971-12-07,
NASAW00021324,1965-08-08,
NASAW00021325,1971-07-07,
NASAW00021326,1971-02-10,
NASAW00021327,1965-11-21,
NASAW00021328,1965-02-05,
NASAW00021329,1964-12-29,
NASAW00021330,1965-09-30,
NASAW00021331,1959-09-07,
NASAW00021332,1960-04-24,
NASAW00021333,1959-02-09,
NASAW00021334,1959-04-02,
NASAW00021335,1959-03-04,
NASAW00021336,1959-03-15,
NASAW00021337,1963-11-18,
NASAW00021338,1963-11-18,
NASAW00021339,1953-09-21,
NASAW00021340,1942-10-31,
NASAW00021341,1944-03-15,
NASAW00021342,1944-05-21,
NASAW00021343,1949-02-06,
NASAW00021344,1954-08-20,
NASAW00021345,1944-01-08,
NASAW00021346,1945-03-01,
NASAW00021347,1944-10-09,
NASAW00021348,1945-04-14,
NASAW00021349,1945-03-21,
NASAW00021350,1945-10-30,
NASAW00021351,1946-01-24,
NASAW00021352,1946-09-10,
NASAW00021353,1946-07-05,
NASAW00021354,1947-04-15,
NASAW00021355,1947-02-16,
NASAW00021356,1947-06-06,
NASAW00021357,1946-11-01,
NASAW00021358,1946-10-30,
NASAW00021359,1957-05-23,
NASAW00021360,1953-05-12,
NASAW00021361,1952-09-12,
NASAW00021362,1958-09-16,
NASAW00021363,1953-08-08,
NASAW00021364,1982-10-07,
NASAW00021365,1953-12-04,
NASAW00021366,1954-04-25,
NASAW00021367,1953-09-13,
NASAW00021368,1983-03-26,
NASAW00021369,1982-07-16,
NASAW00021370,1960-02-01,
NASAW00021371,1954-10-11,
NASAW00021372,1954-09-15,
NASAW00021373,1954-08-22,
NASAW00021374,1955-05-03,
NASAW00021375,1954-11-21,
NASAW00021376,1966-09-06,
NASAW00021377,1955-08-17,
NASAW00021378,1956-06-07,
NASAW00021379,1955-10-06,
NASAW00021380,1955-12-02,
NASAW00021381,1955-07-02,
NASAW00021382,1961-05-20,
NASAW00021383,1962-08-07,
NASAW00021384,1957-05-23,
NASAW00021385,1985-12-21,
NASAW00021386,1986-03-10,
NASAW00021387,1957-06-01,
NASAW00021388,1984-12-24,
NASAW00021389,1958-06-13,
NASAW00021390,1964-04-12,
NASAW00021391,1960-01-01,
NASAW00021392,1959-08-22,
NASAW00021393,1959-10-26,
NASAW00021394,1960-05-23,
NASAW00021395,1981-05-19,
NASAW00021396,1981-06-17,
NASAW00021397,1986-06-05,
NASAW00021398,1986-03-21,
NASAW00021399,1981-05-24,
NASAW00021400,1984-11-21,
NASAW00021401,1984-04-09,
NASAW00021402,1961-12-25,
NASAW00021403,1963-04-18,
NASAW00021404,1962-12-17,
NASAW00021405,1975-03-22,
NASAW00021406,1964-10-09,
NASAW00021407,1970-01-30,
NASAW00021408,1964-12-03,
NASAW00021409,1964-12-22,
NASAW00021410,1984-08-03,
NASAW00021411,1979-01-09,
NASAW00021412,1980-03-25,
NASAW00021413,1979-07-08,
NASAW00021414,1979-12-05,
NASAW00021415,1980-01-19,
NASAW00021416,1985-04-14,
NASAW00021417,1980-01-01,
NASAW00021418,1964-07-22,
NASAW00021419,1971-12-09,
NASAW00021420,1968-09-13,
NASAW00021421,1968-02-20,
NASAW00021422,1962-07-12,
NASAW00021423,1963-01-16,
NASAW00021424,1973-02-28,
NASAW00021425,1961-12-25,
NASAW00021426,1962-04-05,
NASAW00021427,1962-01-31,
NASAW00021428,1962-06-13,
NASAW00021429,1978-06-04,
NASAW00021430,1938-04-04,
NASAW00021431,1976-04-15,
NASAW00021432,1971-05-27,
NASAW00021433,1976-08-01,
NASAW00021434,1971-03-31,
NASAW00021435,1976-04-09,
NASAW00021436,1973-10-23,
NASAW00021437,1968-03-05,
NASAW00021438,1967-10-14,
NASAW00021439,1973-01-14,
NASAW00021440,1967-08-14,
NASAW00021441,1953-08-10,
NASAW00021442,1953-05-18,
NASAW00021443,1947-11-07,
NASAW00021444,1948-06-21,
NASAW00021445,1948-09-13,
NASAW00021446,1949-04-14,
NASAW00021447,1948-08-25,
NASAW00021448,1948-10-01,
NASAW00021449,1948-07-21,
NASAW00021450,1949-08-06,
NASAW00021451,1950-04-27,
NASAW00021452,1949-11-18,
NASAW00021453,1955-02-17,
NASAW00021454,1949-08-06,
NASAW00021455,1951-06-17,
NASAW00021456,1950-08-26,
NASAW00021457,1951-03-24,
NASAW00021458,1956-05-08,
NASAW00021459,1951-03-24,
NASAW00021460,1951-02-04,
NASAW00021461,1950-11-30,
NASAW00021462,1951-03-02,
NASAW00021463,1951-04-24,
NASAW00021464,1950-10-07,
NASAW00021465,1951-10-29,
NASAW00021466,1951-09-05,
NASAW00021467,1952-01-31,
NASAW00021468,1952-02-24,
NASAW00021469,1953-03-26,
NASAW00021470,1952-09-12,
NASAW00021471,1952-10-28,
NASAW00021472,1953-05-18,
NASAW00021473,1954-04-10,
NASAW00021474,1954-04-21,
NASAW00021475,1959-08-17,
NASAW00021476,1954-04-08,
NASAW00021477,1953-12-08,
NASAW00021478,1954-01-11,
NASAW00021479,1953-08-02,
NASAW00021480,1954-09-06,
NASAW00021481,1954-11-06,
NASAW00021482,1955-04-07,
NASAW00021483,1954-12-14,
NASAW00021484,1971-04-19,
NASAW00021485,1971-02-08,
NASAW00021486,1955-03-03,
NASAW00021487,1954-09-08,
NASAW00021488,1955-04-01,
NASAW00021489,1956-02-17,
NASAW00021490,1956-05-05,
NASAW00021491,1961-04-08,
NASAW00021492,1956-04-21,
NASAW00021493,1956-06-18,
NASAW00021494,1962-09-05,
NASAW00021495,1957-01-29,
NASAW00021496,1962-11-07,
NASAW00021497,1962-01-11,
NASAW00021498,1962-05-02,
NASAW00021499,1957-04-22,
NASAW00021500,1957-08-16,
NASAW00021501,1957-08-02,
NASAW00021502,1963-11-22,
NASAW00021503,1957-12-24,
NASAW00021504,1957-10-18,
NASAW00021505,1968-04-16,
NASAW00021506,1968-10-19,
NASAW00021507,1962-07-15,
NASAW00021508,1961-09-22,
NASAW00021509,1961-05-20,
NASAW00021510,1960-06-18,
NASAW00021511,1965-02-02,
NASAW00021512,1960-05-22,
NASAW00021513,1949-10-24,
NASAW00021514,1949-09-08,
NASAW00021515,1949-08-13,
NASAW00021516,1949-10-10,
NASAW00021517,1950-04-16,
NASAW00021518,1951-05-18,
NASAW00021519,1950-10-06,
NASAW00021520,1951-01-14,
NASAW00021521,1951-08-08,
NASAW00021522,1952-01-08,
NASAW00021523,1963-02-18,
NASAW00021524,1958-08-11,
NASAW00021525,1959-02-10,
NASAW00021526,1975-10-31,
NASAW00021527,1960-03-20,
NASAW00021528,1959-11-03,
NASAW00021529,1958-09-01,
NASAW00021530,1964-01-31,
NASAW00021531,1958-08-10,
NASAW00021532,1958-09-22,
NASAW00021533,1969-12-18,
NASAW00021534,1963-04-23,
NASAW00021535,1962-07-23,
NASAW00021536,1956-08-18,
NASAW00021537,1956-12-05,
NASAW00021538,1955-10-08,
NASAW00021539,1966-09-19,
NASAW00021540,1955-08-17,
NASAW00021541,1966-09-19,
NASAW00021542,1954-11-21,
NASAW00021543,1960-01-30,
NASAW00021544,1971-04-19,
NASAW00021545,1955-04-12,
NASAW00021546,1953-11-22,
NASAW00021547,1970-05-06,
NASAW00021548,1959-08-30,
NASAW00021549,1963-09-16,
NASAW00021550,1958-08-22,
NASAW00021551,1981-02-16,
NASAW00021552,1981-05-18,
NASAW00021553,1981-04-15,
NASAW00021554,1979-01-21,
NASAW00021555,1979-09-06,
NASAW00021556,1979-11-24,
NASAW00021557,1979-10-14,
NASAW00021558,1984-12-20,
NASAW00021559,1978-10-05,
NASAW00021560,1979-03-12,
NASAW00021561,1977-11-17,
NASAW00021562,1983-10-16,
NASAW00021563,1977-06-23,
NASAW00021564,1977-01-28,
NASAW00021565,1983-11-08,
NASAW00021566,1977-07-14,
NASAW00021567,1982-07-09,
NASAW00021568,1977-05-20,
NASAW00021569,1981-09-10,
NASAW00021570,1975-12-30,
NASAW00021571,1975-10-23,
NASAW00021572,1982-04-23,
NASAW00021573,1975-01-31,
NASAW00021574,1970-01-15,
NASAW00021575,1962-02-12,
NASAW00021576,1962-04-11,
NASAW00021577,1939-09-08,
NASAW00021578,1950-10-15,
NASAW00021579,1940-05-03,
NASAW00021580,1969-06-26,
NASAW00021581,1969-01-10,
NASAW00021582,1983-03-10,
NASAW00021583,1977-10-03,
NASAW00021584,1977-08-02,
NASAW00021585,1977-12-16,
NASAW00021586,1978-01-03,
NASAW00021587,1983-05-25,
NASAW00021588,1977-08-02,
NASAW00021589,1975-09-12,
NASAW00021590,1976-05-06,
NASAW00021591,1976-03-25,
NASAW00021592,1975-09-18,
NASAW00021593,1975-05-01,
NASAW00021594,1985-08-16,
NASAW00021595,1982-10-19,
NASAW00021596,1977-01-30,
NASAW00021597,1982-01-30,
NASAW00021598,1980-10-10,
NASAW00021599,1980-12-08,
NASAW00021600,1973-11-24,
NASAW00021601,1979-02-16,
NASAW00021602,1974-06-24,
NASAW00021603,1973-12-18,
NASAW00021604,1972-11-14,
NASAW00021605,1975-08-25,
NASAW00021606,1981-04-07,
NASAW00021607,1975-10-10,
NASAW00021608,1981-12-02,
NASAW00021609,1976-01-05,
NASAW00021610,1981-02-16,
NASAW00021611,1975-09-15,
NASAW00021612,1972-12-21,
NASAW00021613,1972-10-15,
NASAW00021614,1973-02-13,
NASAW00021615,1972-11-15,
NASAW00021616,1972-05-05,
NASAW00021617,1982-08-23,
NASAW00021618,1977-08-16,
NASAW00021619,1971-10-17,
NASAW00021620,1986-01-30,
NASAW00021621,1980-01-31,
NASAW00021622,1974-11-15,
NASAW00021623,1974-11-20,
NASAW00021624,1974-07-17,
NASAW00021625,1975-02-24,
NASAW00021626,1980-10-21,
NASAW00021627,1980-03-12,
NASAW00021628,1971-02-18,
NASAW00021629,1976-08-12,
NASAW00021630,1976-03-05,
NASAW00021631,1976-04-15,
NASAW00021632,1971-03-06,
NASAW00021633,1971-01-14,
NASAW00021634,1976-05-21,
NASAW00021635,1976-03-16,
NASAW00021636,1971-04-18,
NASAW00021637,1980-10-14,
NASAW00021638,1970-05-02,
NASAW00021639,1975-03-23,
NASAW00021640,1969-10-05,
NASAW00021641,1981-02-16,
NASAW00021642,1969-12-01,
NASAW00021643,1970-02-12,
NASAW00021644,1969-11-19,
NASAW00021645,1970-02-04,
NASAW00021646,1968-12-02,
NASAW00021647,1968-08-03,
NASAW00021648,1969-04-11,
NASAW00021649,1969-03-07,
NASAW00021650,1969-05-22,
NASAW00021651,1969-05-12,
NASAW00021652,1974-09-29,
NASAW00021653,1968-07-03,
NASAW00021654,1969-05-26,
NASAW00021655,1974-06-17,
NASAW00021656,1968-12-21,
NASAW00021657,1968-09-03,
NASAW00021658,1969-03-17,
NASAW00021659,1968-12-22,
NASAW00021660,1969-01-24,
NASAW00021661,1984-02-15,
NASAW00021662,1977-11-29,
NASAW00021663,1978-02-13,
NASAW00021664,1977-08-26,
NASAW00021665,1979-01-05,
NASAW00021666,1979-01-01,
NASAW00021667,1978-09-25,
NASAW00021668,1979-03-11,
NASAW00021669,1978-10-01,
NASAW00021670,1983-04-03,
NASAW00021671,1978-04-23,
NASAW00021672,1977-11-03,
NASAW00021673,1978-01-14,
NASAW00021674,1976-09-17,
NASAW00021675,1976-08-09,
NASAW00021676,1977-01-04,
NASAW00021677,1977-05-24,
NASAW00021678,1977-01-08,
NASAW00021679,1977-04-06,
NASAW00021680,1982-05-23,
NASAW00021681,1976-12-28,
NASAW00021682,1977-03-05,
NASAW00021683,1982-02-11,
NASAW00021684,1923-04-14,
NASAW00021685,1980-01-14,
NASAW00021686,1980-03-16,
NASAW00021687,1979-07-11,
NASAW00021688,1936-06-15,
NASAW00021689,1936-08-03,
NASAW00021690,1972-01-24,
NASAW00021691,1972-03-01,
NASAW00021692,1972-05-05,
NASAW00021693,1972-01-25,
NASAW00021694,1971-12-19,
NASAW00021695,1972-04-04,
NASAW00021696,1964-05-10,
NASAW00021697,1959-04-18,
NASAW00021698,1959-01-15,
NASAW00021699,1959-09-29,
NASAW00021700,1965-09-30,
NASAW00021701,1961-01-04,
NASAW00021702,1960-08-05,
NASAW00021703,1961-03-10,
NASAW00021704,1960-10-23,
NASAW00021705,1962-04-09,
NASAW00021706,1974-06-03,
NASAW00021707,1973-08-14,
NASAW00021708,1969-01-31,
NASAW00021709,1969-10-05,
NASAW00021710,1975-05-01,
NASAW00021711,1964-05-10,
NASAW00021712,1963-12-12,
NASAW00021713,1964-06-09,
NASAW00021714,1964-03-08,
NASAW00021715,1969-05-09,
NASAW00021716,1963-08-30,
NASAW00021717,1976-01-06,
NASAW00021718,1976-05-13,
NASAW00021719,1965-05-25,
NASAW00021720,1964-11-04,
NASAW00021721,1964-11-21,
NASAW00021722,1964-11-01,
NASAW00021723,1977-09-06,
NASAW00021724,1978-03-12,
NASAW00021725,1983-08-18,
NASAW00021726,1979-02-19,
NASAW00021727,1978-12-22,
NASAW00021728,1979-01-06,
NASAW00021729,1984-07-07,
NASAW00021730,1978-10-18,
NASAW00021731,1979-01-22,
NASAW00021732,1978-04-23,
NASAW00021733,1977-05-03,
NASAW00021734,1977-01-29,
NASAW00021735,1982-04-21,
NASAW00021736,1982-04-20,
NASAW00021737,1968-02-16,
NASAW00021738,1973-09-14,
NASAW00021739,1973-08-17,
NASAW00021740,1968-04-24,
NASAW00021741,1972-12-08,
NASAW00021742,1976-11-11,
NASAW00021743,1971-04-20,
NASAW00021744,1970-09-15,
NASAW00021745,1970-01-30,
NASAW00021746,1973-03-12,
NASAW00021747,1967-10-14,
NASAW00021748,1979-04-20,
NASAW00021749,1947-08-25,
NASAW00021750,1953-10-05,
NASAW00021751,1948-05-09,
NASAW00021752,1953-03-31,
NASAW00021753,1948-05-21,
NASAW00021754,1953-10-05,
NASAW00021755,1948-09-20,
NASAW00021756,1949-05-23,
NASAW00021757,1954-09-08,
NASAW00021758,1949-08-21,
NASAW00021759,1949-10-18,
NASAW00021760,1950-04-17,
NASAW00021761,1950-02-13,
NASAW00021762,1950-02-22,
NASAW00021763,1962-03-07,
NASAW00021764,1950-10-06,
NASAW00021765,1962-02-08,
NASAW00021766,1950-11-23,
NASAW00021767,1951-12-11,
NASAW00021768,1952-02-19,
NASAW00021769,1951-10-13,
NASAW00021770,1957-08-07,
NASAW00021771,1952-06-08,
NASAW00021772,1951-08-16,
NASAW00021773,1951-12-19,
NASAW00021774,1952-12-19,
NASAW00021775,1952-10-20,
NASAW00021776,1953-03-03,
NASAW00021777,1952-12-19,
NASAW00021778,1952-10-31,
NASAW00021779,1958-10-01,
NASAW00021780,1963-08-19,
NASAW00021781,1952-12-19,
NASAW00021782,1954-02-13,Male
NASAW00021783,1954-04-18,Female
NASAW00021784,1954-04-04,Female
NASAW00021785,1953-11-08,Female
NASAW00021786,1953-12-30,Female
NASAW00021787,1954-05-15,Female
NASAW00021788,1953-11-01,Male
NASAW00021789,1953-12-23,Female
NASAW00021790,1953-08-23,Male
NASAW00021791,1954-06-18,Male
NASAW00021792,1954-12-11,Female
NASAW00021793,1955-02-21,Female
NASAW00021794,1960-09-11,Female
NASAW00021795,1960-01-19,Male
NASAW00021796,1955-10-08,Female
NASAW00021797,1956-03-24,Male
NASAW00021798,1956-03-24,Female
NASAW00021799,1956-03-26,Male
NASAW00021800,1956-03-18,Female
NASAW00021801,1956-04-13,Female
NASAW00021802,1955-10-18,Male
NASAW00021803,1957-03-21,Female
NASAW00021804,1962-08-07,Female
NASAW00021805,1956-10-15,Male
NASAW00021806,1956-08-02,Male
NASAW00021807,1957-05-01,Female
NASAW00021808,1956-08-19,Female
NASAW00021809,1968-03-30,Female
NASAW00021810,1957-06-16,Male
NASAW00021811,1957-08-11,Female
NASAW00021812,1957-07-04,Male
NASAW00021813,1963-08-30,Male
NASAW00021814,1957-09-21,Male
NASAW00021815,1957-11-02,Female
NASAW00021816,1964-01-17,Male
NASAW00021817,1963-10-07,Male
NASAW00021818,1963-04-23,Male
NASAW00021819,1963-05-02,Female
NASAW00021820,1973-12-05,Female
NASAW00021821,1962-11-19,Male
NASAW00021822,1962-08-26,Male
